TradeDate|Cusip|Symbol|OpenPrice|ClosePrice|Bid|Ask|Volume|VolumePre|VolumePost
2011-11-15|26864810|EMC|24.270000|24.550000|24.560000|24.570000|8763714.000000|null|null
2011-11-15|37045V10|GM|22.810000|23.350000|23.350000|23.360000|13839612.000000|null|null
2011-11-15|39945C10|GIB|19.220000|19.230000|19.230000|19.250000|273562.000000|null|null
2011-11-15|45814010|INTC|24.660000|25.340000|25.340000|25.350000|76689131.000000|null|null
2011-11-15|45920010|IBM|187.490000|188.750000|188.770000|188.780000|4528173.000000|null|null
2011-11-15|57772K10|MXIM|26.390000|27.010000|27.020000|27.030000|2783781.000000|null|null
2011-11-15|59491810|MSFT|26.560000|26.740000|26.720000|26.730000|43070429.000000|null|null
2011-11-15|59501710|MCHP|36.350000|36.870000|36.870000|36.880000|1767090.000000|null|null
2011-11-15|67066G10|NVDA|14.550000|14.880000|14.860000|14.870000|12453374.000000|null|null
2011-11-15|68389X10|ORCL|32.210000|32.970000|32.960000|32.970000|21029850.000000|null|null
2011-11-15|80305420|SAP|59.800000|60.300000|60.290000|60.300000|1016805.000000|null|null
2011-11-15|86101210|STM|7.150000|7.150000|7.150000|7.160000|873239.000000|null|null
2011-11-15|87612E10|TGT|52.530000|53.180000|53.180000|53.180000|6400837.000000|null|null
2011-11-15|93114210|WMT|57.970000|57.460000|57.460000|57.470000|15280930.000000|null|null
2011-11-15|97651M10|WIT|10.030000|10.120000|10.100000|10.110000|314175.000000|null|null
2011-11-15|98849810|YUM|55.280000|55.410000|55.380000|55.400000|1840658.000000|null|null
2011-11-15|G5876H10|MRVL|14.790000|15.080000|15.060000|15.070000|12024651.000000|null|null
2011-11-15|G7945M10|STX|17.200000|17.520000|17.520000|17.530000|8838470.000000|null|null
2011-11-15|N0705918|ASML|39.960000|40.460000|40.450000|40.460000|1389422.000000|null|null
after
